Atleta,Fecha,Distancia_km,Sprint_m,Carga_Diaria,Carga_Aguda,Carga_Cronica,ACWR,Zona_Riesgo
Atleta_08,2026-05-25,7.58,739.8,703.63,463.79,469.64,0.99,Zona Optima
Atleta_08,2026-05-26,4.07,222.3,232.44,433.42,455.74,0.95,Zona Optima
Atleta_08,2026-05-27,9.46,313.6,473.59,413.52,459.66,0.9,Zona Optima
Atleta_08,2026-05-28,5.97,670.0,441.73,431.18,458.47,0.94,Zona Optima
Atleta_08,2026-05-29,5.42,289.2,298.61,414.79,459.54,0.9,Zona Optima
Atleta_08,2026-05-30,3.39,517.3,385.8,404.68,465.33,0.87,Zona Optima
Atleta_08,2026-05-31,9.4,293.1,465.59,428.77,467.91,0.92,Zona Optima
Atleta_08,2026-06-01,7.05,340.2,384.54,383.19,465.71,0.82,Zona Optima
Atleta_08,2026-06-02,4.77,740.2,408.76,408.37,463.55,0.88,Zona Optima
Atleta_08,2026-06-03,8.62,118.3,372.12,393.88,456.63,0.86,Zona Optima
Atleta_08,2026-06-04,5.7,193.5,284.4,371.4,451.47,0.82,Zona Optima
Atleta_08,2026-06-05,5.62,702.5,443.68,392.13,445.26,0.88,Zona Optima
Atleta_08,2026-06-06,4.25,545.9,327.12,383.74,438.41,0.88,Zona Optima
Atleta_08,2026-06-07,8.38,620.0,522.53,391.88,444.95,0.88,Zona Optima
Atleta_08,2026-06-08,4.41,281.8,350.9,387.07,429.77,0.9,Zona Optima
Atleta_08,2026-06-09,5.19,488.9,351.72,378.92,426.63,0.89,Zona Optima
Atleta_08,2026-06-10,4.11,722.4,387.59,381.13,414.85,0.92,Zona Optima
Atleta_08,2026-06-11,8.64,771.2,573.81,422.48,428.44,0.99,Zona Optima
Atleta_08,2026-06-12,9.65,152.9,432.11,420.83,428.19,0.98,Zona Optima
Atleta_08,2026-06-13,6.37,135.2,297.43,416.58,425.54,0.98,Zona Optima
Atleta_08,2026-06-14,6.16,129.6,380.53,396.3,420.52,0.94,Zona Optima
Atleta_08,2026-06-15,9.66,702.2,586.13,429.9,415.99,1.03,Zona Optima
Atleta_08,2026-06-16,3.5,169.9,189.1,406.67,406.85,1.0,Zona Optima
Atleta_08,2026-06-17,5.71,293.6,318.24,396.76,396.32,1.0,Zona Optima
Atleta_08,2026-06-18,9.93,471.1,531.86,390.77,403.96,0.97,Zona Optima
Atleta_08,2026-06-19,8.77,209.2,407.21,387.21,403.74,0.96,Zona Optima
Atleta_08,2026-06-20,9.2,162.1,418.48,404.51,402.38,1.01,Zona Optima
Atleta_08,2026-06-21,4.81,361.6,299.82,392.98,402.48,0.98,Zona Optima
Atleta_08,2026-06-22,10.75,448.3,564.59,389.9,397.52,0.98,Zona Optima
Atleta_08,2026-06-23,3.48,758.0,365.93,415.16,402.28,1.03,Zona Optima
Atleta_08,2026-06-24,5.83,713.0,452.15,434.29,401.52,1.08,Zona Optima
Atleta_08,2026-06-25,11.0,387.6,750.51,465.53,412.54,1.13,Zona Optima
Atleta_08,2026-06-26,6.33,314.3,340.26,455.96,414.03,1.1,Zona Optima
Atleta_08,2026-06-27,6.73,845.7,519.21,470.35,418.8,1.12,Zona Optima
Atleta_08,2026-06-28,11.17,228.2,691.79,526.35,426.88,1.23,Zona Optima
Atleta_09,2026-03-01,10.65,949.5,708.8,708.8,708.8,1.0,Zona Optima
Atleta_09,2026-03-02,11.65,300.9,555.25,632.02,632.02,1.0,Zona Optima
Atleta_09,2026-03-03,7.5,992.2,600.91,621.65,621.65,1.0,Zona Optima
Atleta_09,2026-03-04,4.45,499.3,330.1,548.76,548.76,1.0,Zona Optima
Atleta_09,2026-03-05,13.41,183.8,590.39,557.09,557.09,1.0,Zona Optima
Atleta_09,2026-03-06,10.24,911.3,676.44,576.98,576.98,1.0,Zona Optima
Atleta_09,2026-03-07,5.09,501.1,359.59,545.93,545.93,1.0,Zona Optima
Atleta_09,2026-03-08,6.45,290.3,351.97,494.95,521.68,0.95,Zona Optima
Atleta_09,2026-03-09,5.3,155.6,257.43,452.4,492.32,0.92,Zona Optima
Atleta_09,2026-03-10,7.89,901.0,586.91,450.4,501.78,0.9,Zona Optima
Atleta_09,2026-03-11,9.13,634.0,559.07,483.11,506.99,0.95,Zona Optima
Atleta_09,2026-03-12,5.18,287.1,290.01,440.2,488.91,0.9,Zona Optima
Atleta_09,2026-03-13,10.26,337.8,695.13,442.87,504.77,0.88,Zona Optima
Atleta_09,2026-03-14,6.92,629.6,475.82,459.48,502.7,0.91,Zona Optima
Atleta_09,2026-03-15,5.4,452.3,470.44,476.4,500.55,0.95,Zona Optima
Atleta_09,2026-03-16,9.59,511.8,528.97,515.19,502.33,1.03,Zona Optima
Atleta_09,2026-03-17,6.32,854.3,503.91,503.34,502.42,1.0,Zona Optima
Atleta_09,2026-03-18,9.03,653.9,563.68,503.99,505.82,1.0,Zona Optima
Atleta_09,2026-03-19,7.89,875.2,575.33,544.75,509.48,1.07,Zona Optima
Atleta_09,2026-03-20,6.78,739.2,494.89,516.15,508.75,1.01,Zona Optima
Atleta_09,2026-03-21,4.12,517.5,322.44,494.24,499.88,0.99,Zona Optima
Atleta_09,2026-03-22,7.1,873.9,554.79,506.29,502.38,1.01,Zona Optima
Atleta_09,2026-03-23,13.45,811.4,774.9,541.42,514.22,1.05,Zona Optima
Atleta_09,2026-03-24,11.65,755.5,683.55,567.08,521.28,1.09,Zona Optima
Atleta_09,2026-03-25,4.08,916.0,588.72,570.66,523.98,1.09,Zona Optima
Atleta_09,2026-03-26,11.39,902.9,725.51,592.11,531.73,1.11,Zona Optima
Atleta_09,2026-03-27,5.3,219.1,276.21,560.87,522.27,1.07,Zona Optima
Atleta_09,2026-03-28,11.57,781.3,698.24,614.56,528.55,1.16,Zona Optima
Atleta_09,2026-03-29,4.82,816.2,440.13,598.18,518.95,1.15,Zona Optima
Atleta_09,2026-03-30,12.42,936.5,778.24,598.66,526.92,1.14,Zona Optima
Atleta_09,2026-03-31,7.47,321.2,395.4,557.49,519.58,1.07,Zona Optima
Atleta_09,2026-04-01,4.98,723.6,419.83,533.37,522.78,1.02,Zona Optima
Atleta_09,2026-04-02,4.8,1017.4,498.79,500.98,519.51,0.96,Zona Optima
Atleta_09,2026-04-03,6.25,320.9,345.83,510.92,507.7,1.01,Zona Optima
Atleta_09,2026-04-04,7.13,335.5,380.23,465.49,508.44,0.92,Zona Optima
Atleta_09,2026-04-05,6.52,520.5,565.89,483.46,516.08,0.94,Zona Optima
Atleta_09,2026-04-06,4.48,397.2,300.65,415.23,517.63,0.8,Zona Optima
Atleta_09,2026-04-07,5.95,753.7,463.19,424.92,513.21,0.83,Zona Optima
Atleta_09,2026-04-08,9.37,713.0,591.68,449.47,514.37,0.87,Zona Optima
Atleta_09,2026-04-09,10.65,127.8,451.86,442.76,520.15,0.85,Zona Optima
Atleta_09,2026-04-10,11.99,184.0,538.88,470.34,514.57,0.91,Zona Optima
Atleta_09,2026-04-11,5.76,680.4,440.88,479.0,513.32,0.93,Zona Optima
Atleta_09,2026-04-12,7.76,736.1,529.91,473.86,515.45,0.92,Zona Optima
Atleta_09,2026-04-13,10.5,354.0,698.85,530.75,521.51,1.02,Zona Optima
Atleta_09,2026-04-14,8.38,551.0,508.56,537.23,521.68,1.03,Zona Optima
Atleta_09,2026-04-15,12.35,708.2,712.94,554.55,527.01,1.05,Zona Optima
Atleta_09,2026-04-16,10.34,298.2,504.06,562.01,524.47,1.07,Zona Optima
Atleta_09,2026-04-17,6.48,938.2,536.31,561.64,525.95,1.07,Zona Optima
Atleta_09,2026-04-18,10.15,504.9,556.89,578.22,534.32,1.08,Zona Optima
Atleta_09,2026-04-19,9.35,511.9,531.64,578.46,533.49,1.08,Zona Optima
Atleta_09,2026-04-20,7.6,987.4,604.39,564.97,527.4,1.07,Zona Optima
Atleta_09,2026-04-21,11.4,808.1,699.08,592.19,527.96,1.12,Zona Optima
Atleta_09,2026-04-22,11.42,449.7,587.93,574.33,527.93,1.09,Zona Optima
Atleta_09,2026-04-23,6.6,342.6,362.17,554.06,514.95,1.08,Zona Optima
Atleta_09,2026-04-24,8.71,849.0,807.69,592.83,533.93,1.11,Zona Optima
Atleta_09,2026-04-25,6.05,776.3,475.3,581.17,525.97,1.1,Zona Optima
Atleta_09,2026-04-26,4.83,955.8,479.51,573.72,527.38,1.09,Zona Optima
Atleta_09,2026-04-27,4.89,907.4,472.79,554.92,516.47,1.07,Zona Optima
Atleta_09,2026-04-28,4.75,731.5,419.72,515.02,517.34,1.0,Zona Optima
Atleta_09,2026-04-29,10.46,122.4,456.44,496.23,518.64,0.96,Zona Optima
Atleta_09,2026-04-30,13.02,266.4,595.07,529.5,522.08,1.01,Zona Optima
Atleta_09,2026-05-01,8.94,529.6,531.52,490.05,528.72,0.93,Zona Optima
Atleta_09,2026-05-02,10.21,986.5,708.2,523.32,540.43,0.97,Zona Optima
Atleta_09,2026-05-03,7.16,979.0,581.51,537.89,540.99,0.99,Zona Optima
Atleta_09,2026-05-04,10.95,345.7,537.39,547.12,549.44,1.0,Zona Optima
Atleta_09,2026-05-05,13.35,917.7,810.98,603.02,561.86,1.07,Zona Optima
Atleta_09,2026-05-06,8.55,886.2,611.2,625.12,562.56,1.11,Zona Optima
Atleta_09,2026-05-07,9.05,130.2,402.23,597.58,560.79,1.07,Zona Optima
Atleta_09,2026-05-08,7.78,507.0,450.87,586.05,557.64,1.05,Zona Optima
Atleta_09,2026-05-09,4.35,363.9,376.13,538.62,555.33,0.97,Zona Optima
Atleta_09,2026-05-10,5.16,661.5,398.23,512.43,550.63,0.93,Zona Optima
Atleta_09,2026-05-11,10.9,147.1,480.71,504.34,542.84,0.93,Zona Optima
Atleta_09,2026-05-12,11.73,795.7,713.68,490.44,550.16,0.89,Zona Optima
Atleta_09,2026-05-13,12.69,731.6,726.98,506.98,550.67,0.92,Zona Optima
Atleta_09,2026-05-14,5.48,390.8,336.94,497.65,544.7,0.91,Zona Optima
Atleta_09,2026-05-15,7.66,763.4,542.69,510.77,544.92,0.94,Zona Optima
Atleta_09,2026-05-16,9.42,916.4,645.75,549.28,548.1,1.0,Zona Optima
Atleta_09,2026-05-17,12.22,990.5,791.61,605.48,557.38,1.09,Zona Optima
Atleta_09,2026-05-18,11.14,762.1,675.92,633.37,559.94,1.13,Zona Optima
Atleta_09,2026-05-19,10.7,637.8,626.56,620.92,557.35,1.11,Zona Optima
Atleta_09,2026-05-20,5.98,587.6,411.18,575.81,551.03,1.04,Zona Optima
Atleta_09,2026-05-21,8.05,751.5,743.29,633.86,564.65,1.12,Zona Optima
Atleta_09,2026-05-22,6.0,259.2,309.46,600.54,546.85,1.1,Zona Optima
Atleta_09,2026-05-23,12.57,534.7,664.93,603.28,553.62,1.09,Zona Optima
Atleta_09,2026-05-24,10.51,666.6,625.79,579.59,558.85,1.04,Zona Optima
Atleta_09,2026-05-25,12.36,767.4,738.2,588.49,568.33,1.04,Zona Optima
Atleta_09,2026-05-26,12.06,583.7,883.91,625.25,584.91,1.07,Zona Optima
Atleta_09,2026-05-27,7.42,151.3,343.11,615.53,580.86,1.06,Zona Optima
Atleta_09,2026-05-28,12.67,263.3,591.49,593.84,580.73,1.02,Zona Optima
Atleta_09,2026-05-29,12.79,980.1,804.99,664.63,590.5,1.13,Zona Optima
Atleta_09,2026-05-30,13.01,342.0,621.69,658.45,587.41,1.12,Zona Optima
Atleta_09,2026-05-31,10.79,681.2,636.84,660.03,589.38,1.12,Zona Optima
Atleta_09,2026-06-01,7.06,604.1,459.5,620.22,586.6,1.06,Zona Optima
Atleta_09,2026-06-02,6.95,657.5,474.0,561.66,574.57,0.98,Zona Optima
Atleta_09,2026-06-03,13.07,967.8,816.28,629.26,581.89,1.08,Zona Optima
Atleta_09,2026-06-04,6.15,996.5,545.38,622.67,587.0,1.06,Zona Optima
Atleta_09,2026-06-05,7.61,185.6,356.56,558.61,583.64,0.96,Zona Optima
Atleta_09,2026-06-06,13.25,727.6,758.32,578.13,597.29,0.97,Zona Optima
Atleta_09,2026-06-07,7.38,537.3,463.16,553.31,599.6,0.92,Zona Optima
Atleta_09,2026-06-08,13.1,829.4,1040.4,636.3,619.59,1.03,Zona Optima
Atleta_09,2026-06-09,10.21,315.9,498.57,639.81,611.91,1.05,Zona Optima
Atleta_09,2026-06-10,12.72,1025.3,1105.06,681.06,625.41,1.09,Zona Optima
Atleta_09,2026-06-11,13.03,927.6,797.39,717.07,641.86,1.12,Zona Optima
Atleta_09,2026-06-12,7.28,922.4,769.05,775.99,649.94,1.19,Zona Optima
Atleta_09,2026-06-13,8.76,260.3,427.18,728.69,642.14,1.13,Zona Optima
Atleta_09,2026-06-14,6.78,360.3,379.05,716.67,627.4,1.14,Zona Optima
Atleta_09,2026-06-15,7.9,757.6,740.07,673.77,629.69,1.07,Zona Optima
Atleta_09,2026-06-16,13.52,323.3,641.94,694.25,630.24,1.1,Zona Optima
Atleta_09,2026-06-17,7.96,369.9,430.21,597.84,630.92,0.95,Zona Optima
Atleta_09,2026-06-18,9.06,630.2,742.29,589.97,630.89,0.94,Zona Optima
Atleta_09,2026-06-19,8.95,223.9,414.29,539.29,634.63,0.85,Zona Optima
Atleta_09,2026-06-20,10.06,786.7,865.56,601.92,641.8,0.94,Zona Optima
Atleta_09,2026-06-21,6.01,161.4,288.25,588.94,629.74,0.94,Zona Optima
Atleta_09,2026-06-22,9.29,947.1,654.92,576.78,626.77,0.92,Zona Optima
Atleta_09,2026-06-23,8.03,131.6,363.56,537.01,608.18,0.88,Zona Optima
Atleta_09,2026-06-24,13.15,144.2,567.93,556.69,616.21,0.9,Zona Optima
Atleta_09,2026-06-25,12.27,597.1,659.67,544.88,618.65,0.88,Zona Optima
Atleta_09,2026-06-26,13.11,132.4,557.4,565.33,609.8,0.93,Zona Optima
Atleta_09,2026-06-27,11.99,732.1,701.25,541.85,612.65,0.88,Zona Optima
Atleta_09,2026-06-28,12.76,378.6,615.81,588.65,611.89,0.96,Zona Optima
Atleta_10,2026-03-01,4.66,176.7,235.77,235.77,235.77,1.0,Zona Optima
Atleta_10,2026-03-02,7.55,402.0,572.61,404.19,404.19,1.0,Zona Optima
Atleta_10,2026-03-03,10.17,687.3,602.89,470.42,470.42,1.0,Zona Optima
Atleta_10,2026-03-04,9.57,372.7,487.75,474.76,474.76,1.0,Zona Optima
Atleta_10,2026-03-05,4.74,692.1,400.33,459.87,459.87,1.0,Zona Optima
Atleta_10,2026-03-06,4.29,137.2,206.74,417.68,417.68,1.0,Zona Optima
Atleta_10,2026-03-07,4.62,383.6,296.59,400.38,400.38,1.0,Zona Optima
Atleta_10,2026-03-08,9.55,451.5,521.15,441.15,415.48,1.06,Zona Optima
Atleta_10,2026-03-09,7.79,426.6,434.66,421.44,417.61,1.01,Zona Optima
Atleta_10,2026-03-10,7.02,282.1,365.54,387.54,412.4,0.94,Zona Optima
Atleta_10,2026-03-11,5.09,266.2,378.91,371.99,409.36,0.91,Zona Optima
Atleta_10,2026-03-12,3.35,537.5,295.99,357.08,399.91,0.89,Zona Optima
Atleta_10,2026-03-13,3.22,274.1,212.01,357.84,385.46,0.93,Zona Optima
Atleta_10,2026-03-14,9.05,345.6,455.36,380.52,390.45,0.97,Zona Optima
Atleta_10,2026-03-15,3.69,773.6,367.53,358.57,388.92,0.92,Zona Optima
Atleta_10,2026-03-16,5.25,559.1,373.11,349.78,387.93,0.9,Zona Optima
Atleta_10,2026-03-17,7.0,454.6,424.12,358.15,390.06,0.92,Zona Optima
Atleta_10,2026-03-18,4.65,744.6,419.32,363.92,391.69,0.93,Zona Optima
Atleta_10,2026-03-19,4.39,703.0,385.36,376.69,391.35,0.96,Zona Optima
Atleta_10,2026-03-20,6.94,738.5,501.66,418.07,396.87,1.05,Zona Optima
Atleta_10,2026-03-21,10.33,773.6,648.28,445.63,408.84,1.09,Zona Optima
Atleta_10,2026-03-22,8.43,788.9,564.75,473.8,415.93,1.14,Zona Optima
Atleta_10,2026-03-23,7.54,583.0,477.4,488.7,418.6,1.17,Zona Optima
Atleta_10,2026-03-24,6.61,538.1,578.88,510.81,425.28,1.2,Zona Optima
Atleta_10,2026-03-25,5.69,704.1,444.41,514.39,426.04,1.21,Zona Optima
Atleta_10,2026-03-26,9.83,227.7,619.58,547.85,433.49,1.26,Zona Optima
Atleta_10,2026-03-27,5.65,655.9,429.0,537.47,433.32,1.24,Zona Optima
Atleta_10,2026-03-28,7.57,203.1,370.39,497.77,431.07,1.15,Zona Optima
Atleta_10,2026-03-29,4.93,524.6,353.4,467.58,435.28,1.07,Zona Optima
Atleta_10,2026-03-30,8.88,724.1,576.24,481.7,435.41,1.11,Zona Optima
Atleta_10,2026-03-31,10.55,477.3,563.55,479.51,434.0,1.1,Zona Optima
Atleta_10,2026-04-01,3.37,637.3,444.06,479.46,432.44,1.11,Zona Optima
Atleta_10,2026-04-02,6.26,602.5,428.02,452.09,433.43,1.04,Zona Optima
Atleta_10,2026-04-03,9.89,133.0,437.41,453.3,441.67,1.03,Zona Optima
Atleta_10,2026-04-04,4.13,307.2,334.95,448.23,443.04,1.01,Zona Optima
Atleta_10,2026-04-05,10.16,761.2,631.8,488.0,446.99,1.09,Zona Optima
Atleta_10,2026-04-06,7.47,197.0,355.51,456.47,444.16,1.03,Zona Optima
Atleta_10,2026-04-07,5.05,281.7,279.91,415.95,441.1,0.94,Zona Optima
Atleta_10,2026-04-08,5.89,685.8,437.87,415.07,443.21,0.94,Zona Optima
Atleta_10,2026-04-09,10.64,487.4,575.03,436.07,453.18,0.96,Zona Optima
Atleta_10,2026-04-10,9.07,127.5,397.79,430.41,459.81,0.94,Zona Optima
Atleta_10,2026-04-11,3.43,324.8,234.41,416.05,451.92,0.92,Zona Optima
Atleta_10,2026-04-12,9.35,508.3,527.43,401.14,457.63,0.88,Zona Optima
Atleta_10,2026-04-13,5.27,617.8,399.09,407.36,458.56,0.89,Zona Optima
Atleta_10,2026-04-14,9.01,544.2,526.87,442.64,462.23,0.96,Zona Optima
Atleta_10,2026-04-15,6.61,480.1,411.59,438.89,461.95,0.95,Zona Optima
Atleta_10,2026-04-16,5.13,260.6,286.34,397.65,458.42,0.87,Zona Optima
Atleta_10,2026-04-17,4.15,543.9,329.42,387.88,452.26,0.86,Zona Optima
Atleta_10,2026-04-18,9.39,577.5,547.5,432.61,448.66,0.96,Zona Optima
Atleta_10,2026-04-19,5.9,759.8,461.09,423.13,444.96,0.95,Zona Optima
Atleta_10,2026-04-20,7.06,684.3,489.05,435.98,445.38,0.98,Zona Optima
Atleta_10,2026-04-21,4.61,97.2,219.65,392.09,432.55,0.91,Zona Optima
Atleta_10,2026-04-22,5.78,649.1,424.95,394.0,431.85,0.91,Zona Optima
Atleta_10,2026-04-23,7.1,604.4,466.22,419.7,426.38,0.98,Zona Optima
Atleta_10,2026-04-24,3.64,161.6,198.44,400.99,418.14,0.96,Zona Optima
Atleta_10,2026-04-25,8.36,189.9,394.74,379.16,419.01,0.9,Zona Optima
Atleta_10,2026-04-26,8.92,376.6,461.7,379.25,422.88,0.9,Zona Optima
Atleta_10,2026-04-27,4.58,329.4,279.82,349.36,412.29,0.85,Zona Optima
Atleta_10,2026-04-28,5.92,363.3,344.52,367.2,404.47,0.91,Zona Optima
Atleta_10,2026-04-29,5.34,168.3,274.08,345.65,398.4,0.87,Zona Optima
Atleta_10,2026-04-30,3.14,798.0,369.46,331.82,396.31,0.84,Zona Optima
Atleta_10,2026-05-01,9.0,118.5,385.64,358.57,394.46,0.91,Zona Optima
Atleta_10,2026-05-02,9.49,263.6,458.57,367.68,398.87,0.92,Zona Optima
Atleta_10,2026-05-03,7.96,679.3,705.8,402.56,401.52,1.0,Zona Optima
Atleta_10,2026-05-04,6.74,510.6,424.08,423.16,403.97,1.05,Zona Optima
Atleta_10,2026-05-05,8.56,301.0,424.17,434.54,409.12,1.06,Zona Optima
Atleta_10,2026-05-06,6.84,671.1,470.46,462.6,410.28,1.13,Zona Optima
Atleta_10,2026-05-07,6.43,349.2,366.39,462.16,402.83,1.15,Zona Optima
Atleta_10,2026-05-08,4.61,616.3,495.46,477.85,406.32,1.18,Zona Optima
Atleta_10,2026-05-09,4.41,688.6,385.85,467.46,411.73,1.14,Zona Optima
Atleta_10,2026-05-10,6.3,482.9,403.23,424.23,407.29,1.04,Zona Optima
Atleta_10,2026-05-11,9.2,669.3,566.99,444.65,413.29,1.08,Zona Optima
Atleta_10,2026-05-12,5.9,145.6,272.24,422.95,404.19,1.05,Zona Optima
Atleta_10,2026-05-13,3.47,505.0,294.16,397.76,400.0,0.99,Zona Optima
Atleta_10,2026-05-14,6.16,169.1,296.87,387.83,400.38,0.97,Zona Optima
Atleta_10,2026-05-15,9.52,585.9,558.64,396.85,408.56,0.97,Zona Optima
Atleta_10,2026-05-16,6.58,427.3,520.58,416.1,407.6,1.02,Zona Optima
Atleta_10,2026-05-17,9.3,275.5,455.41,423.56,407.4,1.04,Zona Optima
Atleta_10,2026-05-18,10.06,579.8,573.19,424.44,410.4,1.03,Zona Optima
Atleta_10,2026-05-19,3.56,682.4,345.14,434.86,414.89,1.05,Zona Optima
Atleta_10,2026-05-20,8.27,325.8,429.74,454.22,415.06,1.09,Zona Optima
Atleta_10,2026-05-21,10.43,205.1,480.74,480.49,415.58,1.16,Zona Optima
Atleta_10,2026-05-22,8.24,511.5,477.32,468.87,425.54,1.1,Zona Optima
Atleta_10,2026-05-23,6.96,159.0,320.92,440.35,422.9,1.04,Zona Optima
Atleta_10,2026-05-24,7.86,476.7,456.93,440.57,422.73,1.04,Zona Optima
Atleta_10,2026-05-25,8.45,534.9,500.54,430.19,430.61,1.0,Zona Optima
Atleta_10,2026-05-26,3.65,365.2,261.27,418.21,427.64,0.98,Zona Optima
Atleta_10,2026-05-27,9.34,544.0,540.31,434.0,437.15,0.99,Zona Optima
Atleta_10,2026-05-28,9.25,237.0,597.55,450.69,445.29,1.01,Zona Optima
Atleta_10,2026-05-29,3.17,90.7,152.12,404.23,436.95,0.93,Zona Optima
Atleta_10,2026-05-30,5.45,523.3,373.44,411.74,433.91,0.95,Zona Optima
Atleta_10,2026-05-31,3.96,261.5,239.12,380.62,417.24,0.91,Zona Optima
Atleta_10,2026-06-01,10.43,167.7,624.6,398.34,424.41,0.94,Zona Optima
Atleta_10,2026-06-02,3.81,137.1,194.12,388.75,416.19,0.93,Zona Optima
Atleta_10,2026-06-03,4.89,657.8,401.73,368.95,413.74,0.89,Zona Optima
Atleta_10,2026-06-04,5.32,326.9,313.49,328.37,411.85,0.8,Subentrenamiento
Atleta_10,2026-06-05,8.81,537.6,515.73,380.32,412.57,0.92,Zona Optima
Atleta_10,2026-06-06,8.07,436.5,451.71,391.5,414.92,0.94,Zona Optima
Atleta_10,2026-06-07,3.25,172.8,174.03,382.2,406.74,0.94,Zona Optima
Atleta_10,2026-06-08,9.94,448.8,527.13,368.28,405.31,0.91,Zona Optima
Atleta_10,2026-06-09,5.59,704.3,432.36,402.31,411.03,0.98,Zona Optima
Atleta_10,2026-06-10,4.37,174.3,225.79,377.18,408.59,0.92,Zona Optima
Atleta_10,2026-06-11,6.75,749.1,488.32,402.15,415.43,0.97,Zona Optima
Atleta_10,2026-06-12,6.79,702.6,641.16,420.07,418.37,1.0,Zona Optima
Atleta_10,2026-06-13,9.75,589.8,569.29,436.87,420.11,1.04,Zona Optima
Atleta_10,2026-06-14,7.73,302.9,399.6,469.09,418.12,1.12,Zona Optima
Atleta_10,2026-06-15,8.69,423.5,476.42,461.85,414.66,1.11,Zona Optima
Atleta_10,2026-06-16,7.55,675.1,503.34,471.99,420.32,1.12,Zona Optima
Atleta_10,2026-06-17,8.69,763.1,573.98,521.73,425.47,1.23,Zona Optima
Atleta_10,2026-06-18,9.26,110.5,403.41,509.6,422.7,1.21,Zona Optima
Atleta_10,2026-06-19,10.35,418.1,718.97,520.72,431.34,1.21,Zona Optima
Atleta_10,2026-06-20,10.01,673.4,603.81,525.65,441.44,1.19,Zona Optima
Atleta_10,2026-06-21,10.38,701.2,628.95,558.41,447.58,1.25,Zona Optima
Atleta_10,2026-06-22,4.49,443.4,314.4,535.27,440.93,1.21,Zona Optima
Atleta_10,2026-06-23,9.7,441.5,525.64,538.45,450.38,1.2,Zona Optima
Atleta_10,2026-06-24,7.4,491.1,445.78,520.14,447.0,1.16,Zona Optima
Atleta_10,2026-06-25,4.83,388.8,416.44,522.0,440.53,1.18,Zona Optima
Atleta_10,2026-06-26,9.58,754.3,606.94,505.99,456.78,1.11,Zona Optima
Atleta_10,2026-06-27,4.11,421.6,288.09,460.89,453.73,1.02,Zona Optima
Atleta_10,2026-06-28,10.19,148.6,452.02,435.62,461.33,0.94,Zona Optima
